skin,кожа,noun
graphics,графика,noun
indian,индийский,adjective
prev,предыдущий,proper noun
ads,объявление,noun
Mary,Мэри,noun
expected,ожидал,verb
ring,кольцо,noun
grade,оценка,noun
dating,встречаться,noun
pacific,тихоокеанский,proper noun
mountain,гора,noun
organizations,организации,noun
filter,фильтр,noun
mailing,почтовая почта,noun
vehicle,транспортное средство,noun
longer,дольше,adjective
consider,учитывать,verb
northern,северный,adjective
behind,позади,preposition
panel,панель,noun
floor,пол,noun
german,немецкий,adjective
buying,покупка,verb
match,соответствовать,noun
proposed,предложенный,verb
default,по умолчанию,noun
require,требовать,verb
Iraq,Ирак,proper noun
boys,мальчики,noun
outdoor,на открытом воздухе,noun
deep,глубокий,adjective
morning,утро,noun
otherwise,в противном случае,adverb
allows,разрешает,verb
rest,отдых,noun
protein,белок,noun
plant,растение,noun
reported,сообщается,verb
hit,ударять,verb
transportation,транспорт,noun
pool,бассейн,noun
mini,мини,noun
politics,политика,noun
partner,партнер,noun
disclaimer,отказ от ответственности,noun
authors,авторы,noun
boards,доски,noun
faculty,факультет,noun
parties,партии,noun
fish,рыба,noun
membership,членство,noun
mission,миссия,noun
eye,глаз,noun
string,нить,noun
sense,смысл,noun
modified,модифицированный,verb
pack,пакет,noun
released,выпущенный,verb
stage,этап,noun
internal,внутренний,adjective
goods,товары,noun
recommended,рекомендуется,verb
born,рожденный,verb
unless,пока не,subordinating conjunction
Richard,Ричард,proper noun
detailed,подробный,adjective
japanese,японский,adjective
race,раса,noun
approved,одобренный,verb
background,фон,noun
target,цель,noun
except,кроме,preposition
character,характер,noun
maintenance,обслуживание,noun
ability,способность,noun
maybe,может быть,adverb
functions,функции,noun
moving,движущийся,verb
brands,бренды,noun
places,места,noun
pretty,симпатичный,adverb
trademarks,товарные знаки,noun
phentermine,фентермин,proper noun
Spain,Испания,proper noun
southern,южный,adjective
yourself,сам,pronoun
winter,зима,noun
rape,изнасилование,noun
battery,батарея,noun
youth,молодость,noun
pressure,давление,noun
submitted,поданный,verb
Boston,Бостон,proper noun
incest,инцест,adjective
debt,долг,noun
keywords,ключевые слова,noun
medium,середина,adjective
television,телевидение,noun
interested,заинтересован,adjective
core,основной,noun
break,перерыв,verb
purposes,цели,noun
throughout,через,preposition
sets,наборы,noun
dance,танец,verb
wood,древесина,noun
itself,сам,pronoun
defined,определенный,verb
papers,документы,noun
playing,игра,verb
awards,награды,noun
fee,платеж,noun
studio,студия,noun
reader,читатель,noun
virtual,виртуальный,adjective
device,устройство,noun
established,учредил,verb
answers,ответы,noun
rent,арендовать,verb
remote,удаленный,adjective
dark,темный,adjective
programming,программирование,noun
external,внешний,adjective
apple,яблоко,noun
regarding,касательно,verb
instructions,инструкции,noun
offered,предложенный,verb
theory,теория,noun
enjoy,наслаждаться,verb
remove,удалять,verb
aid,помогать,noun
surface,поверхность,noun
minimum,минимум,noun
visual,визуальный,adjective
host,хозяин,noun
variety,разнообразие,noun
teachers,учителя,noun
Martin,Мартин,proper noun
manual,руководство,noun
block,блокировать,noun
subjects,субъекты,noun
agents,агенты,noun
increased,повысился,verb
repair,ремонт,noun
fair,справедливый,adjective
civil,гражданский,adjective
steel,сталь,noun
understanding,понимание,verb
songs,песни,noun
fixed,зафиксированный,verb
wrong,неправильный,adjective
beginning,начало,verb
hands,руки,noun
associates,партнеры,noun
finally,окончательно,adverb
updates,обновления,noun
desktop,настольный компьютер,noun
classes,классы,noun
Paris,Париж,proper noun
Ohio,Огайо,proper noun
gets,получает,verb
sector,сектор,noun
capacity,емкость,noun
requires,требует,verb
Jersey,Джерси,proper noun
fat,толстый,adjective
fully,полностью,adverb
father,отец,noun
electric,электрический,adjective
saw,пила,verb
instruments,инструменты,noun
quotes,кавычки,noun
officer,офицер,noun
driver,водитель,noun
businesses,предприятия,noun
dead,мертвый,adjective
respect,уважать,noun
unknown,неизвестный,adjective
specified,указано,verb
restaurant,ресторан,noun
mike,Майк,proper noun
trip,путешествие,noun
worth,ценность,adjective
procedures,процедуры,noun
poor,бедный,adjective
teacher,учитель,noun
eyes,глаза,noun
relationship,отношение,noun
workers,работники,noun
farm,ферма,noun
fucking,чертовски,adjective
Georgia,Грузия,proper noun
peace,мир,noun
traditional,традиционный,adjective
campus,кампус,noun
Tom,Том,noun
showing,показ,verb
creative,творческий,adjective
coast,побережье,noun
benefit,выгода,noun
progress,прогресс,noun
funding,финансирование,noun
devices,устройства,noun
lord,господин,noun
grant,грант,noun
sub,подставка,noun
agree,соглашаться,verb
fiction,вымысел,noun
hear,слышать,verb
sometimes,иногда,adverb
watches,часы,noun
careers,карьера,noun
beyond,вне,adverb
goes,идет,verb
families,Семьи,noun
led,вел,verb
museum,музей,noun
themselves,сами себя,pronoun
fan,вентилятор,noun
transport,транспорт,noun
interesting,интересный,adjective
blogs,блоги,noun
wife,жена,noun
evaluation,оценка,noun
accepted,принял,verb
former,бывший,adjective
implementation,выполнение,noun
ten,десять,number
hits,хиты,noun
zone,зона,noun
complex,сложный,adjective
cat,кот,noun
galleries,галереи,noun
references,ссылки,noun
die,умирать,verb
presented,представлено,verb
Jack,Джек,proper noun
flat,плоский,adjective
flow,поток,noun
agencies,агентства,noun
literature,литература,noun
respective,соответствующий,adjective
parent,родительский,noun
spanish,испанский,proper noun
Michigan,Мичиган,proper noun
Columbia,Колумбия,proper noun
setting,параметр,noun
dr,доктор,proper noun
scale,шкала,noun
stand,стоять,verb
economy,экономика,noun
highest,самый высокий,adjective
helpful,полезный,adjective
monthly,ежемесячно,adjective
critical,критический,adjective
frame,рамка,noun
musical,мюзикл,adjective
definition,определение,noun
secretary,секретарь,noun
Angeles,Анджелес,proper noun
networking,сеть,noun
path,путь,noun
australian,австралийский,adjective
employee,сотрудник,noun
chief,главный,noun
gives,дает,verb
bottom,нижний,noun
magazines,журналы,noun
packages,пакеты,noun
detail,деталь,noun
Francisco,Франциско,proper noun
laws,законы,noun
changed,измененный,verb
pet,домашний питомец,noun
heard,слышал,verb
begin,начинать,verb
individuals,отдельные лица,noun
Colorado,Колорадо,proper noun
royal,королевский,adjective
clean,чистый,adjective
switch,выключатель,noun
russian,русский,adjective
largest,крупнейший,adjective
african,африканский,adjective
guy,парень,noun
titles,названия,noun
relevant,соответствующий,adjective
guidelines,руководящие принципы,noun
justice,справедливость,noun
connect,соединять,verb
Bible,Библия,proper noun
dev,девчонка,noun
cup,чашка,noun
basket,корзина,noun
applied,применяемый,verb
weekly,еженедельно,adjective
installation,установка,noun
described,описанный,verb
demand,требовать,noun
suite,набор,noun
Vegas,Вегас,proper noun
square,квадрат,adjective
Chris,Крис,proper noun
attention,внимание,noun
advance,продвигать,verb
skip,пропускать,verb
diet,диета,noun
army,армия,noun
auction,аукцион,noun
gear,механизм,noun
Lee,Ли,proper noun
difference,разница,noun
allowed,допустимый,verb
correct,правильный,adjective
Charles,Чарльз,proper noun
nation,нация,noun
selling,продажа,noun
lots,много,noun
piece,кусок,noun
sheet,лист,noun
firm,твердый,noun
seven,Семь,number
older,старше,adjective
illinois,Иллинойс,proper noun
regulations,правила,noun
elements,элементы,noun
species,разновидность,noun
jump,прыгать,verb
cells,ячейки,noun
module,модуль,noun
resort,прибегнуть,noun
facility,средство,noun
random,случайный,noun
pricing,ценообразование,noun
certificate,сертификат,noun
minister,министр,noun
motion,движение,noun
looks,внешний вид,verb
fashion,мода,noun
directions,указания,noun
visitors,Посетители,noun
documentation,документация,noun
monitor,монитор,verb
trading,торговля,noun
forest,лес,noun
calls,вызовы,noun
whose,чей,pronoun
coverage,покрытие,noun
couple,пара,noun
giving,дающий,verb
chance,шанс,noun
vision,зрение,noun
ball,мяч,noun
ending,конец,verb
clients,клиенты,noun
actions,действия,noun
listen,слушать,verb
discuss,обсуждать,verb
accept,принимать,verb
automotive,автомобиль,noun
naked,голый,adjective
goal,цель,noun
successful,успешный,adjective
sold,продал,verb
wind,ветер,noun
communities,сообщества,noun
clinical,клинический,adjective
situation,ситуация,noun
sciences,науки,noun
markets,рынки,noun
lowest,самый низкий,adjective
highly,высоко,adverb
publishing,издательский,noun
appear,появляться,verb
emergency,чрезвычайная ситуация,noun
developing,развитие,verb
lives,жизни,noun
currency,валюта,noun
leather,кожа,noun
determine,определять,verb
temperature,температура,noun
palm,ладонь,noun
announcements,объявления,noun
patient,пациент,noun
actual,действительный,adjective
historical,исторический,adjective
stone,камень,noun
commerce,коммерция,noun
ringtones,Рингтоны,noun
perhaps,возможно,adverb
persons,люди,noun
difficult,трудный,adjective
scientific,научный,adjective
satellite,спутник,noun
fit,соответствовать,noun
tests,тесты,noun
village,деревня,noun
accounts,счета,noun
amateur,любитель,adjective
ex,бывший,noun
met,встреченный,verb
pain,боль,noun
particularly,особенно,adverb
factors,факторы,noun
coffee,кофе,noun
www,www,proper noun
settings,настройки,noun
cum,а также,noun
buyer,покупатель,noun
cultural,культурный,adjective
Steve,Стив,proper noun
easily,легко,adverb
oral,оральный,adjective
Ford,Форд,proper noun
poster,плакат,noun
edge,край,noun
functional,функциональный,adjective
root,корень,noun
closed,закрыто,verb
holidays,праздники,noun
ice,лед,noun
pink,розовый,adjective
zealand,Зеландия,proper noun
balance,баланс,noun
monitoring,мониторинг,noun
graduate,выпускник,noun
replies,ответы,noun
shot,выстрелил,noun
nc,северо -запад,proper noun
architecture,архитектура,noun
initial,исходный,adjective
label,этикетка,verb
thinking,мышление,verb
Scott,Скотт,proper noun
sec,раздел,noun
recommend,рекомендую,verb
hardcore,хардкор,adjective
league,лига,noun
waste,напрасно тратить,noun
minute,минута,noun
bus,автобус,noun
provider,поставщик,noun
optional,необязательный,adjective
dictionary,словарь,noun
cold,холодный,adjective
accounting,бухгалтерский учет,noun
manufacturing,Производство,noun
sections,разделы,noun
chair,стул,noun
fishing,рыбалка,noun
effort,усилие,noun
phase,фаза,noun
fields,поля,noun
bag,сумка,noun
fantasy,фантастика,noun
po,попечитель,noun
letters,буквы,noun
motor,мотор,noun
professor,профессор,noun
context,контекст,noun
install,установить,verb
shirt,рубашка,noun
apparel,одежда,noun
generally,в целом,adverb
continued,продолжение,verb
foot,ступня,noun
mass,масса,noun
crime,преступление,noun
count,считать,noun
breast,грудь,noun
techniques,методы,noun
Johnson,Джонсон,proper noun
quickly,быстро,adverb
dollars,доллары,noun
religion,религия,noun
claim,требовать,verb
driving,вождение,verb
permission,разрешение,noun
surgery,операция,noun
patch,пластырь,noun
heat,нагревать,noun
wild,дикий,adjective
measures,меры,noun
generation,поколение,noun
Kansas,Канзас,proper noun
miss,скучать,verb
chemical,химический,adjective
doctor,доктор,noun
task,задача,noun
reduce,уменьшать,verb
brought,принес,verb
himself,сам,pronoun
nor,ни,other
component,компонент,noun
enable,давать возможность,verb
exercise,упражнение,noun
bug,ошибка,noun
Santa,Санта,proper noun
mid,середина,interjection
guarantee,гарантия,verb
leader,лидер,noun
diamond,бриллиант,noun
Israel,Израиль,proper noun
processes,процессы,noun
soft,мягкий,adjective
servers,серверы,noun
alone,один,adverb
meetings,встречи,noun
seconds,секунды,noun
Jones,Джонс,noun
Arizona,Аризона,proper noun
keyword,ключевое слово,noun
interests,интересы,noun
flight,полет,noun
congress,конгресс,noun
fuel,топливо,noun
username,имя пользователя,noun
walk,ходить,verb
produced,производится,verb
italian,итальянский,adjective
paperback,оплата в мягкой обложке,noun
classifieds,классифицированные,noun
wait,ждать,verb
supported,поддерживается,verb
pocket,карман,noun
saint,святой,proper noun
rose,роза,noun
freedom,свобода,noun
argument,аргумент,noun
competition,соревнование,noun
creating,Создание,verb
Jim,Джим,proper noun
drugs,наркотики,noun
joint,соединение,adjective
premium,премиум,noun
providers,поставщики,noun
fresh,свежий,adjective
characters,персонажи,noun
attorney,адвокат,noun
upgrade,обновление,noun
factor,фактор,noun
growing,растущий,verb
thousands,тысячи,noun
stream,транслировать,noun
apartments,квартиры,noun
pick,выбирать,verb
hearing,слушание,noun
eastern,восточный,adjective
auctions,аукционы,noun
therapy,терапия,noun
entries,записи,noun
dates,даты,noun
generated,сгенерирован,verb
signed,подписанный,verb
upper,верхний,adjective
administrative,административный,adjective
serious,серьезный,adjective
prime,основной,adjective
samsung,Samsung,proper noun
limit,предел,verb
began,начался,verb
louis,Луис,proper noun
steps,шаги,noun
errors,ошибки,noun
shops,магазины,noun
bondage,рабство,noun
del,дель,proper noun
efforts,усилия,noun
informed,информирован,verb
thoughts,мысли,noun
creek,ручей,noun
worked,работал,verb
quantity,количество,noun
urban,городской,adjective
practices,практики,noun
sorted,отсортировано,verb
reporting,репортаж,verb
essential,существенный,adjective
myself,сам,pronoun
tours,туры,noun
platform,платформа,noun
load,нагрузка,verb
affiliate,филиал,noun
labor,труд,noun
immediately,немедленно,adverb
admin,администратор,noun
nursing,уход,noun
defense,защита,noun
machines,машины,noun
designated,назначен,verb
tags,теги,noun
heavy,тяжелый,adjective
covered,покрытый,verb
recovery,восстановление,noun
Joe,Джо,proper noun
guys,ребята,noun
integrated,интегрированный,verb
configuration,конфигурация,noun
cock,петух,noun
merchant,торговец,noun
comprehensive,всесторонний,adjective
expert,эксперт,noun
universal,универсальный,adjective
protect,защищать,verb
drop,уронить,verb
solid,твердый,adjective
cds,CDS,noun
presentation,презентация,noun
languages,языки,noun
became,стал,verb
orange,апельсин,adjective
compliance,согласие,noun
vehicles,транспортные средства,noun
prevent,предотвращать,verb
theme,тема,noun
rich,богатый,adjective
i,я,noun
campaign,кампания,noun
marine,морской пехотинец,noun
improvement,улучшение,noun
vs,против,preposition
guitar,гитара,noun
finding,нахождение,verb
pennsylvania,Пенсильвания,proper noun
examples,примеры,noun
saying,высказывание,verb
spirit,дух,noun
claims,претензии,verb
challenge,испытание,verb
motorola,Motorola,proper noun
acceptance,принятие,noun
strategies,стратегии,noun
seem,казаться,verb
affairs,дела,noun
touch,трогать,noun
intended,намеревался,verb
towards,к,preposition
goals,цели,noun
hire,нанимать,verb
election,выборы,noun
suggest,предлагать,verb
branch,ветвь,noun
charges,обвинения,noun
serve,служить,verb
affiliates,филиалы,noun
reasons,Причины,noun
magic,магия,noun
mount,устанавливать,verb
smart,умный,adjective
talking,разговор,verb
gave,отдал,verb
ones,и,noun
latin,латинский,adjective
multimedia,мультимедиа,noun
tits,сиськи,noun
avoid,избегать,verb
certified,проверенный,verb
manage,управлять,verb
corner,угол,noun
rank,классифицировать,noun
computing,вычисление,noun
oregon,Орегон,proper noun
element,элемент,noun
birth,рождение,noun
virus,вирус,noun
abuse,злоупотреблять,noun
interactive,интерактивный,adjective
requests,запросы,noun
separate,отдельный,adjective
quarter,четверть,noun
procedure,процедура,noun
leadership,лидерство,noun
tables,столы,noun
define,определять,verb
racing,гонки,noun
religious,религиозный,adjective
facts,факты,noun
breakfast,завтрак,noun
Kong,Конг,proper noun
column,столбец,noun
plants,растения,noun
faith,вера,noun
chain,цепь,noun
developer,разработчик,noun
identify,идентифицировать,verb
avenue,проспект,noun
missing,отсутствующий,adjective
died,умер,verb
approximately,примерно,adverb
domestic,одомашненный,adjective
recommendations,рекомендации,noun
moved,взолнованный,verb
Houston,Хьюстон,proper noun
reach,достигать,verb
comparison,сравнение,noun
mental,психиатрический,adjective
viewed,просмотр,verb
moment,мгновенный,noun
extended,расширенный,verb
sequence,последовательность,noun
inch,дюйм,noun
attack,атака,noun
sorry,извини,adjective
centers,центры,noun
opening,открытие,noun
damage,повреждать,noun
lab,лаборатория,noun
reserve,бронировать,noun
recipes,рецепты,noun
gamma,гамма,noun
plastic,пластик,noun
produce,производить,verb
snow,снег,noun
placed,размещенный,verb
truth,правда,noun
counter,прилавок,noun
failure,отказ,noun
follows,следует,verb
weekend,выходные,noun
dollar,доллар,noun
camp,лагерь,noun
Ontario,Онтарио,proper noun
automatically,автоматически,adverb
des,дрес,proper noun
Minnesota,Миннесота,proper noun
films,фильмы,noun
bridge,мост,noun
native,родной,adjective
fill,наполнять,verb
williams,Уильямс,proper noun
movement,движение,noun
printing,печать,noun
baseball,бейсбол,noun
owned,принадлежащий,verb
approval,одобрение,noun
draft,черновик,noun
chart,диаграмма,noun
played,играл,verb
contacts,контакты,noun
Jesus,Иисус,noun
readers,читатели,noun
clubs,клубы,noun
Jackson,Джексон,proper noun
equal,равный,adjective
adventure,приключение,noun
matching,соответствующий,verb
offering,предложение,verb
shirts,рубашки,noun
profit,выгода,noun
leaders,лидеры,noun
posters,плакаты,noun
institutions,учреждения,noun
assistant,помощник,noun
variable,переменная,adjective
ave,проспект,proper noun
dj,диджейский,proper noun
advertisement,реклама,noun
expect,ожидать,verb
parking,стоянка,noun
headlines,заголовки,noun
yesterday,вчера,noun
compared,сравнивать,verb
determined,определенный,adjective
wholesale,оптом,noun
workshop,мастерская,noun
russia,россия,proper noun
gone,ушел,adjective
codes,коды,noun
kinds,виды,noun
extension,расширение,noun
Seattle,Сиэтл,proper noun
statements,заявления,noun
golden,золотой,adjective
completely,полностью,adverb
teams,команды,noun
fort,форт,proper noun
lighting,освещение,noun
senate,сенат,proper noun
forces,силы,noun
funny,забавный,adjective
brother,брат,noun
gene,ген,noun
turned,перевернутый,verb
portable,портативный,adjective
tried,пытался,verb
electrical,электрический,adjective
applicable,применимый,adjective
disc,диск,noun
returned,вернулся,verb
pattern,шаблон,noun
Hentai,Хентай,interjection
boat,лодка,noun
named,названный,verb
theatre,театр,noun
laser,лазер,noun
earlier,ранее,adverb
manufacturers,производители,noun
sponsor,спонсор,noun
classical,классический,adjective
icon,икона,noun
warranty,гарантия,noun
dedicated,преданный,verb
Indiana,Индиана,proper noun
direction,направление,noun
Harry,Гарри,proper noun
basketball,баскетбол,noun
objects,объекты,noun
ends,заканчивается,verb
delete,удалить,verb
evening,вечер,noun
assembly,сборка,noun
nuclear,ядерный,adjective
taxes,налоги,noun
mouse,мышь,noun
signal,сигнал,verb
criminal,преступник,adjective
issued,изданный,verb
brain,мозг,noun
sexual,сексуальный,adjective
Wisconsin,Висконсин,proper noun
powerful,мощный,adjective
dream,мечтать,noun
obtained,полученный,verb
false,ложь,adjective
da,дат,proper noun
cast,бросать,noun
flower,цветок,noun
felt,чувствовал себя,verb
personnel,персонал,noun
passed,прошедший,verb
supplied,поставляется,verb
identified,идентифицировано,verb
falls,водопад,verb
pic,картинка,noun
soul,душа,noun
opinions,мнения,noun
promote,продвигать,verb
stated,заявлено,verb
stats,статистика,noun
Hawaii,Гавайи,proper noun
professionals,профессионалы,noun
appears,появляется,verb
carry,нести,verb
flag,флаг,noun
decided,решенный,verb
covers,обложки,verb
advantage,преимущество,noun
hello,привет,interjection
designs,дизайн,noun
maintain,поддерживать,verb
tourism,туризм,noun
priority,приоритет,noun
newsletters,информационные бюллетени,noun
adults,взрослые,noun
clips,калипы,noun
savings,сбережения,noun
graphic,графический,adjective
atom,атом,noun
payments,платежи,noun
estimated,оцененный,verb
binding,связывание,noun
brief,краткий,adjective
ended,закончился,verb
winning,победа,verb
eight,восемь,number
anonymous,анонимный,adjective
iron,железо,noun
straight,прямой,adjective
script,сценарий,noun
served,служил,verb
wants,хочет,verb
miscellaneous,разнообразный,noun
prepared,готовый,verb
void,пустота,interjection
dining,столовая,noun
alert,тревога,noun
integration,интеграция,noun
Atlanta,Атланта,proper noun
Dakota,Дакота,proper noun
tag,ярлык,noun
interview,интервью,noun
mix,смешивание,noun
framework,рамки,noun
disk,диск,noun
installed,установлен,verb
queen,королева,noun
credits,кредиты,noun
clearly,четко,adverb
fix,исправить,noun
handle,ручка,noun
sweet,сладкий,adjective
desk,рабочий стол,noun
criteria,критерии,noun
Dave,Дэйв,proper noun
Massachusetts,Массачусетс,proper noun
Diego,Диего,proper noun
Hong,Хонг,proper noun
vice,порок,noun
associate,ассоциирован,noun
truck,грузовик,noun
behavior,поведение,noun
enlarge,увеличить,verb
ray,луча,noun
frequently,часто,adverb
revenue,доход,noun
measure,мера,noun
changing,изменение,verb
votes,голоса,noun
du,дюйт,proper noun
duty,долг,noun
looked,посмотрел,verb
discussions,обсуждения,noun
bear,медведь,noun
gain,прирост,verb
festival,фестиваль,noun
laboratory,лаборатория,noun
ocean,океан,noun
flights,рейсы,noun
experts,эксперты,noun
signs,знаки,noun
lack,недостаток,noun
depth,глубина,noun
Iowa,Айова,proper noun
whatever,что бы ни,pronoun
logged,зарегистрировано,verb
laptop,ноутбук,noun
vintage,винтаж,noun
train,тренироваться,noun
exactly,точно,adverb
dry,сухой,adjective
explore,исследовать,verb
Maryland,Мэриленд,proper noun
spa,спа-салон,noun
concept,концепция,noun
nearly,около,adverb
eligible,имеющий право,adjective
checkout,проверить,noun
reality,реальность,noun
forgot,забыл,verb
handling,умение обращаться,noun
origin,источник,noun
knew,знал,verb
gaming,игры,noun
feeds,корм,noun
billion,миллиард,number
destination,место назначения,noun
Scotland,Шотландия,proper noun
faster,быстрее,adjective
intelligence,интеллект,noun
Dallas,Даллас,proper noun
bought,купил,verb
con,кондиционер,noun
ups,UPS,noun
nations,народы,noun
route,маршрут,noun
followed,следовал,verb
specifications,спецификации,noun
broken,сломанный,verb
frank,откровенный,proper noun
Alaska,Аляска,proper noun
zoom,зум,noun
blow,дуть,verb
battle,боевой,noun
residential,Жилой,adjective
anime,аниме,noun
speak,говорить,verb
decisions,решения,noun
industries,промышленность,noun
protocol,протокол,noun
query,запрос,noun
clip,клип,noun
partnership,партнерство,noun
editorial,редакционная статья,noun
expression,выражение,noun
equity,капитал,noun
provisions,положения,noun
speech,речь,noun
wire,проволока,noun
principles,принципы,noun
suggestions,предложения,noun
rural,деревенский,adjective
shared,общий,verb
sounds,звуки,verb
replacement,замена,noun
tape,лента,noun
strategic,стратегический,adjective
judge,судить,noun
spam,спам,noun
economics,экономика,noun
acid,кислота,noun
bytes,байты,noun
cent,цент,noun
forced,принужденный,verb
compatible,совместимый,adjective
fight,драться,verb
apartment,квартира,noun
height,высота,noun
null,нулевой,adjective
zero,ноль,number
speaker,спикер,noun
filed,подано,verb
gb,ГБ,proper noun
Netherlands,Нидерланды,noun
obtain,получать,verb
consulting,консалтинг,noun
recreation,отдых,noun
offices,офисы,noun
designer,дизайнер,noun
remain,оставаться,verb
managed,удалось,verb
pr,премьер -министр,noun
failed,неуспешный,verb
marriage,свадьба,noun
roll,рулон,noun
banks,банки,noun
fr,фр,proper noun
participants,участники,noun
secret,секрет,noun
bath,ванна,noun
aa,аа,noun
leads,лидеры,verb
negative,отрицательный,adjective
favorites,фавориты,noun
theater,театр,noun
springs,пружины,noun
var,вар,noun
perform,выполнять,verb
healthy,здоровый,adjective
translation,перевод,noun
estimates,оценки,noun
font,шрифт,noun
assets,ресурсы,noun
injury,рана,noun
mt,гору,proper noun
joseph,Джозеф,proper noun
ministry,министерство,noun
drivers,водители,noun
lawyer,адвокат,noun
figures,фигуры,noun
married,женатый,verb
protected,защищен,verb
proposal,предложение,noun
sharing,обмен,noun
portal,портал,noun
waiting,ожидающий,noun
birthday,день рождения,noun
beta,бета,proper noun
fail,неудача,verb
banking,банковское дело,noun
officials,чиновники,noun
toward,к,preposition
won,выиграл,verb
slightly,немного,adverb
assist,помощь,noun
conduct,руководить,verb
contained,содержащий,verb
lingerie,нижнее белье,noun
legislation,законодательство,noun
calling,вызов,noun
parameters,параметры,noun
jazz,джаз,noun
serving,порция,verb
bags,мешки,noun
profiles,профили,noun
comics,комиксы,noun
matters,имеет значение,noun
houses,дома,noun
doc,док,noun
postal,почтовый,noun
relationships,отношения,noun
wear,носить,verb
controls,управление,noun
breaking,разрыв,verb
combined,комбинированный,verb
ultimate,окончательный,adjective
representative,представитель,noun
frequency,частота,noun
introduced,введено,verb
minor,незначительный,adjective
finish,заканчивать,noun
departments,отделы,noun
residents,жители,noun
noted,отмеченный,verb
displayed,отображается,verb
mom,мама,noun
reduced,уменьшенный,verb
physics,физика,noun
rare,редкий,adjective
spent,потраченный,verb
performed,выполненный,verb
extreme,крайний,adjective
samples,образцы,noun
bars,батончики,noun
reviewed,рецензируется,verb
row,ряд,noun
forecast,прогноз,noun
removed,удаленный,verb
helps,помогает,verb
singles,Одиночки,noun
administrator,администратор,noun
cycle,цикл,noun
amounts,суммы,noun
contain,содержать,verb
accuracy,точность,noun
dual,двойной,noun
rise,рост,verb
usd,доллар США,interjection
sleep,спать,noun
bird,птица,noun
pharmacy,аптека,noun
Brazil,Бразилия,proper noun
creation,Создание,noun
static,статический,adjective
scene,сцена,noun
hunter,Охотник,noun
addresses,адреса,noun
lady,леди,noun
crystal,кристалл,noun
famous,известный,adjective
writer,писатель,noun
chairman,председатель,noun
violence,насилие,noun
fans,поклонники,noun
oklahoma,Оклахома,proper noun
speakers,докладчики,noun
drink,напиток,verb
academy,академия,noun
dynamic,динамика,adjective
gender,пол,noun
eat,есть,verb
permanent,постоянный,adjective
agriculture,сельское хозяйство,noun
dell,делл,proper noun
cleaning,уборка,noun
constitutes,составляет,verb
portfolio,портфель,noun
practical,практичный,adjective
delivered,доставленный,verb
collectibles,предметы коллекционирования,noun
infrastructure,инфраструктура,noun
exclusive,эксклюзивный,adjective
seat,сиденье,noun
concerns,обеспокоенность,noun
colour,цвет,noun
vendor,продавец,noun
originally,первоначально,adverb
intel,Intel,proper noun
utilities,коммунальные услуги,noun
philosophy,Философия,noun
regulation,регулирование,noun
officers,офицеры,noun
reduction,снижение,noun
aim,цель,noun
bids,ставки,noun
referred,указанный,verb
supports,поддержка,verb
nutrition,питание,noun
recording,запись,noun
regions,регионы,noun
junior,младший,noun
toll,потери,noun
les,лежа,proper noun
rings,кольца,noun
meaning,значение,noun
tip,кончик,noun
secondary,второстепенный,noun
wonderful,замечательный,adjective
mine,мой,pronoun
ladies,дамы,noun
henry,Генри,noun
ticket,билет,noun
announced,объявлено,verb
guess,предполагать,verb
agreed,согласованный,verb
prevention,профилактика,noun
whom,кому,pronoun
ski,лыжи,noun
soccer,футбольный,noun
math,математика,noun
import,импорт,noun
posting,публикация,noun
presence,присутствие,noun
instant,мгновенный,adjective
mentioned,упомянул,verb
automatic,автоматический,adjective
healthcare,здравоохранение,noun
viewing,просмотр,noun
maintained,поддерживается,verb
increasing,увеличиваясь,verb
majority,большинство,noun
connected,подключенный,verb
christ,Христос,proper noun
dogs,собак,noun
directors,директора,noun
aspects,аспекты,noun
Austria,Австрия,proper noun
ahead,предстоящий,adverb
moon,луна,noun
participation,участие,noun
scheme,схема,noun
utility,утилита,noun
preview,предварительный просмотр,verb
fly,летать,verb
manner,манера,noun
matrix,матрица,noun
containing,содержащий,verb
combination,комбинация,noun
devel,депутат,noun
amendment,поправка,noun
despite,несмотря на,preposition
strength,сила,noun
guaranteed,гарантированно,verb
libraries,библиотеки,noun
proper,правильный,adjective
distributed,распределен,verb
degrees,градусы,noun
singapore,Сингапур,proper noun
enterprises,предприятия,noun
delta,дельта,noun
fear,страх,verb
seeking,поиск,verb
inches,дюймы,noun
convention,соглашение,noun
shares,акции,noun
principal,главный,noun
daughter,дочь,noun
standing,стоящий,noun
voyeur,вуайерист,noun
comfort,комфорт,noun
colors,цвета,noun
wars,войны,noun
cisco,Cisco,noun
ordering,заказывающий,noun
kept,сохраняется,verb
alpha,альфа,noun
appeal,обращаться,verb
cruise,круиз,noun
bonus,бонус,noun
certification,сертификация,noun
previously,ранее,adverb
hey,привет,interjection
bookmark,закладка,noun
buildings,здания,noun
specials,специальные предложения,noun
beat,бить,verb
household,семья,noun
batteries,батареи,noun
adobe,салат,proper noun
smoking,курить,noun
becomes,становится,verb
drives,приводы,noun
arms,оружие,noun
tea,чай,noun
improved,улучшен,verb
trees,деревья,noun
avg,ав,noun
achieve,достигать,verb
positions,позиции,noun
dress,одеваться,noun
subscription,подписка,noun
dealer,дилер,noun
contemporary,современный,adjective
sky,небо,noun
nearby,рядом,adverb
carried,унесенный,verb
happen,случаться,verb
exposure,контакт,noun
panasonic,Panasonic,proper noun
